host,issue_id,severity,issue,finding,remediation
33.202.129.247,VULN-04165,HIGH,open_port,Open port exposed,Fix config
154.173.190.128,VULN-04166,HIGH,config_issue,Weak cipher detected,Fix config
190.224.48.137,VULN-04167,MEDIUM,config_issue,Misconfig found,Fix config
186.36.42.70,VULN-04168,MEDIUM,open_port,Open port exposed,Apply patch
69.144.220.249,VULN-04169,LOW,open_port,Weak cipher detected,Apply patch
139.55.123.229,VULN-04170,LOW,config_issue,Open port exposed,Restrict port
212.62.170.183,VULN-04171,CRITICAL,weak_cipher,Misconfig found,Restrict port
137.54.220.125,VULN-04172,CRITICAL,open_port,Open port exposed,Apply patch
156.30.156.132,VULN-04173,CRITICAL,config_issue,Open port exposed,Apply patch
118.46.144.241,VULN-04174,CRITICAL,config_issue,Misconfig found,Fix config
98.61.57.201,VULN-04175,MEDIUM,config_issue,Weak cipher detected,Apply patch
131.38.148.210,VULN-04176,LOW,config_issue,Misconfig found,Fix config
120.154.75.212,VULN-04177,LOW,config_issue,Open port exposed,Apply patch
43.34.16.180,VULN-04178,LOW,weak_cipher,Weak cipher detected,Apply patch
209.240.246.209,VULN-04179,CRITICAL,open_port,Misconfig found,Restrict port
190.52.22.136,VULN-04180,HIGH,open_port,Weak cipher detected,Apply patch
79.84.196.224,VULN-04181,HIGH,weak_cipher,Open port exposed,Apply patch
41.25.104.199,VULN-04182,HIGH,open_port,Misconfig found,Restrict port
52.161.131.30,VULN-04183,CRITICAL,config_issue,Weak cipher detected,Apply patch
56.228.146.105,VULN-04184,LOW,weak_cipher,Open port exposed,Apply patch
200.106.112.67,VULN-04185,HIGH,weak_cipher,Misconfig found,Fix config
90.67.194.219,VULN-04186,LOW,open_port,Misconfig found,Restrict port
8.42.6.166,VULN-04187,CRITICAL,config_issue,Weak cipher detected,Restrict port
31.4.115.111,VULN-04188,HIGH,config_issue,Weak cipher detected,Apply patch
123.163.86.227,VULN-04189,MEDIUM,open_port,Open port exposed,Fix config
48.124.186.194,VULN-04190,HIGH,config_issue,Misconfig found,Apply patch
168.214.117.106,VULN-04191,CRITICAL,config_issue,Misconfig found,Restrict port
106.37.205.219,VULN-04192,CRITICAL,open_port,Weak cipher detected,Restrict port
170.50.145.198,VULN-04193,HIGH,open_port,Open port exposed,Fix config
66.211.199.198,VULN-04194,LOW,weak_cipher,Misconfig found,Apply patch
203.149.156.94,VULN-04195,LOW,weak_cipher,Misconfig found,Restrict port
171.162.47.126,VULN-04196,LOW,config_issue,Misconfig found,Apply patch
8.124.226.72,VULN-04197,HIGH,config_issue,Open port exposed,Restrict port
137.188.73.123,VULN-04198,HIGH,open_port,Weak cipher detected,Apply patch
202.246.93.59,VULN-04199,LOW,open_port,Misconfig found,Apply patch
131.181.189.225,VULN-04200,CRITICAL,config_issue,Weak cipher detected,Apply patch
89.119.192.63,VULN-04201,HIGH,open_port,Open port exposed,Fix config
50.22.150.89,VULN-04202,MEDIUM,config_issue,Open port exposed,Apply patch
135.218.201.61,VULN-04203,LOW,weak_cipher,Misconfig found,Restrict port
130.129.126.238,VULN-04204,LOW,open_port,Weak cipher detected,Apply patch
23.233.179.182,VULN-04205,LOW,config_issue,Open port exposed,Apply patch
195.252.6.177,VULN-04206,LOW,config_issue,Misconfig found,Apply patch
170.245.120.188,VULN-04207,HIGH,config_issue,Open port exposed,Restrict port
223.19.208.75,VULN-04208,MEDIUM,open_port,Weak cipher detected,Apply patch
251.128.232.60,VULN-04209,LOW,open_port,Misconfig found,Apply patch
149.236.4.86,VULN-04210,HIGH,weak_cipher,Misconfig found,Apply patch
38.167.24.253,VULN-04211,MEDIUM,weak_cipher,Open port exposed,Apply patch
58.93.189.106,VULN-04212,LOW,weak_cipher,Weak cipher detected,Apply patch
191.74.22.171,VULN-04213,HIGH,weak_cipher,Weak cipher detected,Restrict port
94.195.117.117,VULN-04214,HIGH,config_issue,Misconfig found,Restrict port
35.126.182.207,VULN-04215,LOW,config_issue,Weak cipher detected,Apply patch
82.149.85.23,VULN-04216,LOW,config_issue,Misconfig found,Apply patch
47.27.109.180,VULN-04217,MEDIUM,weak_cipher,Misconfig found,Fix config
17.228.115.83,VULN-04218,LOW,weak_cipher,Misconfig found,Fix config
1.125.222.187,VULN-04219,CRITICAL,config_issue,Weak cipher detected,Apply patch
173.95.62.16,VULN-04220,LOW,config_issue,Open port exposed,Fix config
186.243.139.16,VULN-04221,CRITICAL,weak_cipher,Misconfig found,Fix config
4.166.202.251,VULN-04222,CRITICAL,config_issue,Weak cipher detected,Fix config
14.151.32.58,VULN-04223,HIGH,open_port,Misconfig found,Fix config
49.201.144.107,VULN-04224,LOW,weak_cipher,Misconfig found,Fix config
151.204.100.100,VULN-04225,HIGH,weak_cipher,Weak cipher detected,Fix config
33.176.182.78,VULN-04226,HIGH,weak_cipher,Open port exposed,Apply patch
44.127.171.54,VULN-04227,MEDIUM,weak_cipher,Open port exposed,Apply patch
165.235.175.237,VULN-04228,CRITICAL,config_issue,Weak cipher detected,Apply patch
220.59.227.208,VULN-04229,MEDIUM,open_port,Weak cipher detected,Fix config
73.213.90.49,VULN-04230,LOW,open_port,Open port exposed,Fix config
216.16.89.155,VULN-04231,LOW,config_issue,Open port exposed,Restrict port
111.118.44.44,VULN-04232,LOW,config_issue,Misconfig found,Apply patch
220.60.28.180,VULN-04233,HIGH,weak_cipher,Misconfig found,Restrict port
101.137.250.27,VULN-04234,CRITICAL,config_issue,Misconfig found,Fix config
140.25.171.83,VULN-04235,LOW,weak_cipher,Weak cipher detected,Apply patch
243.125.51.221,VULN-04236,HIGH,weak_cipher,Weak cipher detected,Fix config
210.94.64.231,VULN-04237,MEDIUM,config_issue,Open port exposed,Fix config
118.244.177.254,VULN-04238,HIGH,open_port,Weak cipher detected,Restrict port
207.208.150.16,VULN-04239,HIGH,weak_cipher,Misconfig found,Restrict port
132.61.75.140,VULN-04240,LOW,open_port,Weak cipher detected,Fix config
209.214.161.118,VULN-04241,CRITICAL,weak_cipher,Open port exposed,Fix config
98.116.155.169,VULN-04242,CRITICAL,open_port,Open port exposed,Fix config
153.254.106.48,VULN-04243,HIGH,open_port,Open port exposed,Restrict port
106.139.92.62,VULN-04244,LOW,weak_cipher,Open port exposed,Apply patch
106.113.45.31,VULN-04245,CRITICAL,open_port,Open port exposed,Fix config
139.78.209.36,VULN-04246,HIGH,config_issue,Open port exposed,Restrict port
206.182.224.100,VULN-04247,MEDIUM,open_port,Open port exposed,Fix config
238.43.33.233,VULN-04248,MEDIUM,weak_cipher,Misconfig found,Fix config
50.88.48.122,VULN-04249,CRITICAL,config_issue,Open port exposed,Fix config
239.191.59.144,VULN-04250,HIGH,config_issue,Open port exposed,Restrict port
100.5.182.165,VULN-04251,HIGH,weak_cipher,Open port exposed,Restrict port
5.133.109.144,VULN-04252,HIGH,config_issue,Open port exposed,Restrict port
106.250.193.182,VULN-04253,MEDIUM,config_issue,Open port exposed,Fix config
228.62.240.126,VULN-04254,LOW,weak_cipher,Open port exposed,Apply patch
125.25.14.132,VULN-04255,MEDIUM,config_issue,Open port exposed,Apply patch
79.111.36.243,VULN-04256,LOW,config_issue,Misconfig found,Apply patch
239.130.159.133,VULN-04257,HIGH,config_issue,Misconfig found,Restrict port
219.232.26.85,VULN-04258,MEDIUM,open_port,Weak cipher detected,Restrict port
46.223.144.250,VULN-04259,CRITICAL,config_issue,Misconfig found,Restrict port
158.199.71.108,VULN-04260,CRITICAL,weak_cipher,Weak cipher detected,Fix config
191.88.68.9,VULN-04261,LOW,open_port,Weak cipher detected,Restrict port
51.62.201.104,VULN-04262,MEDIUM,open_port,Misconfig found,Restrict port
151.16.186.245,VULN-04263,LOW,config_issue,Open port exposed,Apply patch
30.199.21.215,VULN-04264,HIGH,open_port,Open port exposed,Restrict port
203.124.202.211,VULN-04265,HIGH,open_port,Open port exposed,Apply patch
154.213.111.206,VULN-04266,CRITICAL,open_port,Open port exposed,Restrict port
199.26.205.80,VULN-04267,CRITICAL,weak_cipher,Weak cipher detected,Restrict port
240.122.8.94,VULN-04268,LOW,config_issue,Misconfig found,Restrict port
223.90.63.190,VULN-04269,LOW,weak_cipher,Open port exposed,Fix config
98.31.123.239,VULN-04270,CRITICAL,open_port,Weak cipher detected,Restrict port
147.253.6.158,VULN-04271,HIGH,open_port,Open port exposed,Apply patch
48.100.197.238,VULN-04272,LOW,config_issue,Open port exposed,Fix config
72.187.213.253,VULN-04273,LOW,weak_cipher,Misconfig found,Restrict port
37.6.51.170,VULN-04274,MEDIUM,open_port,Open port exposed,Apply patch
140.160.75.219,VULN-04275,HIGH,open_port,Open port exposed,Apply patch
212.199.4.116,VULN-04276,MEDIUM,open_port,Weak cipher detected,Fix config
204.229.115.191,VULN-04277,HIGH,config_issue,Weak cipher detected,Restrict port
55.196.84.137,VULN-04278,CRITICAL,weak_cipher,Misconfig found,Restrict port
32.116.153.179,VULN-04279,HIGH,open_port,Weak cipher detected,Fix config
72.24.16.89,VULN-04280,MEDIUM,weak_cipher,Weak cipher detected,Apply patch
150.39.92.4,VULN-04281,LOW,open_port,Open port exposed,Fix config
167.166.246.44,VULN-04282,HIGH,weak_cipher,Weak cipher detected,Restrict port
20.59.235.154,VULN-04283,CRITICAL,open_port,Weak cipher detected,Restrict port
89.84.155.148,VULN-04284,MEDIUM,weak_cipher,Open port exposed,Apply patch
191.202.185.40,VULN-04285,HIGH,config_issue,Weak cipher detected,Restrict port
118.249.148.187,VULN-04286,MEDIUM,config_issue,Open port exposed,Restrict port
109.106.105.35,VULN-04287,HIGH,config_issue,Open port exposed,Restrict port
106.130.159.109,VULN-04288,CRITICAL,open_port,Misconfig found,Fix config
143.193.224.127,VULN-04289,MEDIUM,weak_cipher,Weak cipher detected,Fix config
103.8.119.103,VULN-04290,LOW,weak_cipher,Open port exposed,Restrict port
229.222.83.234,VULN-04291,CRITICAL,weak_cipher,Weak cipher detected,Apply patch
72.47.195.9,VULN-04292,CRITICAL,open_port,Weak cipher detected,Fix config
94.83.106.42,VULN-04293,CRITICAL,config_issue,Weak cipher detected,Apply patch
50.130.182.233,VULN-04294,LOW,open_port,Weak cipher detected,Fix config
16.77.181.50,VULN-04295,LOW,config_issue,Misconfig found,Fix config
224.179.51.106,VULN-04296,LOW,weak_cipher,Misconfig found,Restrict port
37.31.229.71,VULN-04297,LOW,weak_cipher,Misconfig found,Restrict port
220.8.110.121,VULN-04298,LOW,open_port,Open port exposed,Restrict port
192.55.111.175,VULN-04299,HIGH,open_port,Weak cipher detected,Fix config
31.139.102.222,VULN-04300,MEDIUM,open_port,Weak cipher detected,Restrict port
187.99.67.158,VULN-04301,HIGH,config_issue,Misconfig found,Apply patch
102.159.161.170,VULN-04302,HIGH,weak_cipher,Misconfig found,Fix config
156.163.29.116,VULN-04303,CRITICAL,config_issue,Weak cipher detected,Restrict port
56.56.149.110,VULN-04304,HIGH,open_port,Misconfig found,Fix config
44.86.229.226,VULN-04305,MEDIUM,weak_cipher,Misconfig found,Fix config
195.100.48.185,VULN-04306,MEDIUM,open_port,Weak cipher detected,Apply patch
41.147.204.72,VULN-04307,CRITICAL,open_port,Weak cipher detected,Restrict port
181.160.18.168,VULN-04308,HIGH,config_issue,Open port exposed,Apply patch
9.93.32.145,VULN-04309,MEDIUM,open_port,Open port exposed,Apply patch
228.52.115.46,VULN-04310,MEDIUM,open_port,Misconfig found,Apply patch
117.48.111.19,VULN-04311,MEDIUM,weak_cipher,Misconfig found,Fix config
70.130.137.64,VULN-04312,MEDIUM,open_port,Weak cipher detected,Restrict port
254.92.152.15,VULN-04313,HIGH,open_port,Weak cipher detected,Fix config
58.247.143.143,VULN-04314,CRITICAL,weak_cipher,Open port exposed,Fix config
92.152.105.2,VULN-04315,HIGH,weak_cipher,Weak cipher detected,Restrict port
143.204.118.143,VULN-04316,LOW,open_port,Open port exposed,Restrict port
25.137.166.128,VULN-04317,MEDIUM,weak_cipher,Weak cipher detected,Fix config
137.119.42.238,VULN-04318,MEDIUM,open_port,Weak cipher detected,Restrict port
247.133.217.204,VULN-04319,CRITICAL,config_issue,Weak cipher detected,Fix config
52.86.103.221,VULN-04320,CRITICAL,weak_cipher,Misconfig found,Restrict port
48.240.161.164,VULN-04321,HIGH,weak_cipher,Misconfig found,Fix config
140.37.92.156,VULN-04322,CRITICAL,config_issue,Misconfig found,Fix config
145.36.244.193,VULN-04323,LOW,config_issue,Weak cipher detected,Fix config
137.172.251.206,VULN-04324,LOW,open_port,Open port exposed,Restrict port
77.14.155.12,VULN-04325,MEDIUM,config_issue,Weak cipher detected,Fix config
254.225.151.45,VULN-04326,LOW,open_port,Weak cipher detected,Restrict port
246.224.48.79,VULN-04327,MEDIUM,open_port,Open port exposed,Fix config
85.244.182.163,VULN-04328,HIGH,config_issue,Misconfig found,Restrict port
129.64.180.235,VULN-04329,MEDIUM,open_port,Open port exposed,Apply patch
9.226.125.17,VULN-04330,HIGH,weak_cipher,Open port exposed,Fix config
100.17.121.38,VULN-04331,CRITICAL,config_issue,Weak cipher detected,Restrict port
124.30.22.23,VULN-04332,MEDIUM,config_issue,Weak cipher detected,Fix config
228.36.65.38,VULN-04333,CRITICAL,open_port,Weak cipher detected,Restrict port
212.134.37.229,VULN-04334,HIGH,open_port,Open port exposed,Restrict port
175.158.74.141,VULN-04335,HIGH,config_issue,Misconfig found,Apply patch
130.207.173.105,VULN-04336,MEDIUM,open_port,Misconfig found,Restrict port
151.78.80.133,VULN-04337,CRITICAL,open_port,Misconfig found,Apply patch
150.197.179.167,VULN-04338,LOW,config_issue,Misconfig found,Restrict port
117.231.190.93,VULN-04339,MEDIUM,weak_cipher,Open port exposed,Restrict port
137.56.91.217,VULN-04340,HIGH,weak_cipher,Weak cipher detected,Apply patch
182.93.176.117,VULN-04341,CRITICAL,open_port,Open port exposed,Fix config
144.67.246.129,VULN-04342,HIGH,weak_cipher,Weak cipher detected,Restrict port
202.68.98.238,VULN-04343,MEDIUM,open_port,Open port exposed,Restrict port
39.170.164.23,VULN-04344,HIGH,config_issue,Misconfig found,Fix config
169.191.16.220,VULN-04345,CRITICAL,weak_cipher,Weak cipher detected,Fix config
232.252.181.79,VULN-04346,LOW,open_port,Misconfig found,Restrict port
66.67.41.158,VULN-04347,HIGH,config_issue,Weak cipher detected,Fix config
194.23.242.226,VULN-04348,LOW,config_issue,Misconfig found,Fix config
204.186.195.168,VULN-04349,MEDIUM,config_issue,Misconfig found,Fix config
3.126.34.227,VULN-04350,HIGH,config_issue,Misconfig found,Fix config
83.228.195.99,VULN-04351,MEDIUM,config_issue,Weak cipher detected,Restrict port
162.177.146.145,VULN-04352,LOW,open_port,Open port exposed,Restrict port
35.48.239.43,VULN-04353,MEDIUM,config_issue,Open port exposed,Fix config
30.196.13.232,VULN-04354,CRITICAL,open_port,Weak cipher detected,Fix config
142.65.174.157,VULN-04355,CRITICAL,weak_cipher,Weak cipher detected,Apply patch
238.221.223.59,VULN-04356,CRITICAL,open_port,Weak cipher detected,Apply patch
36.179.88.125,VULN-04357,CRITICAL,open_port,Misconfig found,Fix config
53.202.254.33,VULN-04358,CRITICAL,config_issue,Open port exposed,Restrict port
122.37.194.22,VULN-04359,MEDIUM,weak_cipher,Misconfig found,Fix config
106.205.130.221,VULN-04360,LOW,weak_cipher,Misconfig found,Apply patch
83.61.135.89,VULN-04361,LOW,open_port,Open port exposed,Restrict port
173.106.196.72,VULN-04362,HIGH,open_port,Weak cipher detected,Restrict port
76.46.3.254,VULN-04363,LOW,weak_cipher,Weak cipher detected,Fix config
156.76.119.206,VULN-04364,LOW,config_issue,Misconfig found,Apply patch
245.37.220.90,VULN-04365,MEDIUM,config_issue,Misconfig found,Fix config
74.229.112.171,VULN-04366,CRITICAL,config_issue,Misconfig found,Restrict port
61.90.8.168,VULN-04367,MEDIUM,weak_cipher,Misconfig found,Restrict port
102.40.155.29,VULN-04368,HIGH,config_issue,Misconfig found,Restrict port
28.18.220.183,VULN-04369,CRITICAL,config_issue,Open port exposed,Restrict port
72.114.180.236,VULN-04370,MEDIUM,weak_cipher,Open port exposed,Restrict port
117.220.155.172,VULN-04371,LOW,config_issue,Weak cipher detected,Restrict port
232.47.232.128,VULN-04372,HIGH,weak_cipher,Weak cipher detected,Apply patch
9.226.185.111,VULN-04373,CRITICAL,weak_cipher,Weak cipher detected,Restrict port
240.233.180.38,VULN-04374,CRITICAL,open_port,Weak cipher detected,Apply patch
75.101.40.160,VULN-04375,MEDIUM,config_issue,Open port exposed,Restrict port
229.26.36.46,VULN-04376,CRITICAL,config_issue,Weak cipher detected,Fix config
246.253.238.113,VULN-04377,HIGH,weak_cipher,Weak cipher detected,Restrict port
215.246.51.108,VULN-04378,MEDIUM,config_issue,Weak cipher detected,Fix config
71.99.145.4,VULN-04379,LOW,weak_cipher,Open port exposed,Fix config
87.130.218.229,VULN-04380,HIGH,config_issue,Weak cipher detected,Apply patch
1.236.91.5,VULN-04381,MEDIUM,weak_cipher,Weak cipher detected,Apply patch
106.6.221.25,VULN-04382,CRITICAL,weak_cipher,Open port exposed,Restrict port
161.112.130.216,VULN-04383,HIGH,config_issue,Open port exposed,Apply patch
54.21.124.241,VULN-04384,HIGH,config_issue,Weak cipher detected,Apply patch
109.242.75.45,VULN-04385,CRITICAL,config_issue,Misconfig found,Fix config
13.197.48.219,VULN-04386,MEDIUM,config_issue,Weak cipher detected,Apply patch
43.225.237.128,VULN-04387,LOW,config_issue,Weak cipher detected,Fix config
119.11.214.213,VULN-04388,HIGH,config_issue,Open port exposed,Fix config
197.65.243.40,VULN-04389,LOW,config_issue,Open port exposed,Fix config
6.192.91.22,VULN-04390,LOW,weak_cipher,Open port exposed,Restrict port
224.188.59.139,VULN-04391,LOW,weak_cipher,Misconfig found,Restrict port
124.164.2.68,VULN-04392,CRITICAL,config_issue,Weak cipher detected,Apply patch
245.112.170.28,VULN-04393,MEDIUM,config_issue,Weak cipher detected,Apply patch
48.76.160.253,VULN-04394,HIGH,config_issue,Misconfig found,Restrict port
67.198.143.113,VULN-04395,CRITICAL,config_issue,Weak cipher detected,Restrict port
145.96.196.102,VULN-04396,LOW,open_port,Misconfig found,Fix config
103.215.151.2,VULN-04397,MEDIUM,config_issue,Weak cipher detected,Apply patch
191.127.15.106,VULN-04398,LOW,config_issue,Misconfig found,Restrict port
193.50.104.67,VULN-04399,LOW,weak_cipher,Weak cipher detected,Fix config
26.251.123.11,VULN-04400,MEDIUM,weak_cipher,Weak cipher detected,Restrict port
21.109.59.72,VULN-04401,MEDIUM,weak_cipher,Open port exposed,Fix config
229.20.109.102,VULN-04402,HIGH,config_issue,Misconfig found,Restrict port
208.24.140.134,VULN-04403,CRITICAL,config_issue,Weak cipher detected,Apply patch
70.62.4.237,VULN-04404,MEDIUM,open_port,Open port exposed,Fix config
22.202.97.178,VULN-04405,HIGH,config_issue,Misconfig found,Apply patch
64.204.91.101,VULN-04406,HIGH,open_port,Weak cipher detected,Fix config
154.75.13.80,VULN-04407,CRITICAL,weak_cipher,Weak cipher detected,Fix config
253.245.218.175,VULN-04408,HIGH,open_port,Misconfig found,Apply patch
125.193.87.193,VULN-04409,HIGH,config_issue,Misconfig found,Restrict port
64.125.113.47,VULN-04410,LOW,weak_cipher,Weak cipher detected,Apply patch
180.66.28.45,VULN-04411,CRITICAL,weak_cipher,Misconfig found,Fix config
17.142.179.112,VULN-04412,CRITICAL,config_issue,Open port exposed,Restrict port
96.93.32.37,VULN-04413,LOW,weak_cipher,Misconfig found,Fix config
198.90.108.6,VULN-04414,MEDIUM,weak_cipher,Open port exposed,Apply patch
8.248.182.238,VULN-04415,LOW,config_issue,Weak cipher detected,Apply patch
243.156.252.247,VULN-04416,MEDIUM,config_issue,Misconfig found,Restrict port
75.213.60.223,VULN-04417,LOW,config_issue,Misconfig found,Fix config
163.229.159.79,VULN-04418,MEDIUM,open_port,Open port exposed,Fix config
