host,policy_id,standard,status,detail
93.238.220.116,P-1621,NIST-CSF,PASS,SSH root disabled
41.81.149.237,P-1622,SOC2,PASS,TLS>=1.2 enforced
16.229.14.205,P-1623,SOC2,FAIL,MFA enabled
91.4.215.152,P-1624,NIST-CSF,FAIL,SSH root disabled
7.37.44.95,P-1625,SOC2,PASS,MFA enabled
248.192.62.241,P-1626,SOC2,FAIL,MFA enabled
34.130.57.52,P-1627,NIST-CSF,PASS,SSH root disabled
238.69.24.71,P-1628,SOC2,PASS,MFA enabled
156.96.190.100,P-1629,SOC2,FAIL,SSH root disabled
139.183.35.162,P-1630,SOC2,PASS,TLS>=1.2 enforced
241.74.59.148,P-1631,ISO27001,FAIL,MFA enabled
36.203.77.43,P-1632,ISO27001,PASS,TLS>=1.2 enforced
81.150.240.38,P-1633,SOC2,PASS,MFA enabled
250.82.246.231,P-1634,SOC2,PASS,SSH root disabled
133.253.223.12,P-1635,SOC2,PASS,TLS>=1.2 enforced
86.217.5.158,P-1636,ISO27001,FAIL,SSH root disabled
182.183.139.40,P-1637,SOC2,PASS,SSH root disabled
3.169.182.167,P-1638,SOC2,PASS,TLS>=1.2 enforced
195.224.158.74,P-1639,SOC2,FAIL,SSH root disabled
25.105.251.5,P-1640,ISO27001,PASS,MFA enabled
194.175.93.41,P-1641,NIST-CSF,FAIL,TLS>=1.2 enforced
182.116.118.144,P-1642,NIST-CSF,FAIL,MFA enabled
4.156.17.41,P-1643,ISO27001,PASS,MFA enabled
100.248.154.250,P-1644,ISO27001,PASS,MFA enabled
81.103.165.143,P-1645,ISO27001,PASS,TLS>=1.2 enforced
48.134.215.190,P-1646,NIST-CSF,FAIL,MFA enabled
165.184.84.71,P-1647,SOC2,PASS,TLS>=1.2 enforced
237.135.211.35,P-1648,ISO27001,PASS,MFA enabled
157.8.85.224,P-1649,SOC2,PASS,TLS>=1.2 enforced
58.193.124.169,P-1650,SOC2,PASS,SSH root disabled
143.1.92.88,P-1651,NIST-CSF,FAIL,TLS>=1.2 enforced
35.35.47.122,P-1652,NIST-CSF,FAIL,MFA enabled
167.45.207.180,P-1653,SOC2,FAIL,SSH root disabled
142.105.84.86,P-1654,SOC2,FAIL,TLS>=1.2 enforced
248.210.166.232,P-1655,NIST-CSF,PASS,SSH root disabled
218.120.40.36,P-1656,SOC2,PASS,SSH root disabled
104.56.155.59,P-1657,NIST-CSF,FAIL,MFA enabled
44.52.134.63,P-1658,SOC2,PASS,SSH root disabled
243.22.110.65,P-1659,ISO27001,FAIL,TLS>=1.2 enforced
83.22.215.237,P-1660,NIST-CSF,PASS,MFA enabled
156.113.19.190,P-1661,ISO27001,FAIL,MFA enabled
56.80.190.52,P-1662,ISO27001,PASS,TLS>=1.2 enforced
6.113.147.68,P-1663,NIST-CSF,FAIL,TLS>=1.2 enforced
52.236.191.50,P-1664,SOC2,PASS,SSH root disabled
133.40.85.133,P-1665,SOC2,PASS,MFA enabled
206.63.25.158,P-1666,ISO27001,FAIL,SSH root disabled
134.41.177.112,P-1667,ISO27001,FAIL,MFA enabled
54.242.209.32,P-1668,NIST-CSF,PASS,SSH root disabled
52.134.191.80,P-1669,SOC2,FAIL,MFA enabled
119.112.163.89,P-1670,ISO27001,PASS,MFA enabled
30.89.21.171,P-1671,NIST-CSF,FAIL,SSH root disabled
177.207.74.152,P-1672,SOC2,PASS,MFA enabled
15.112.113.149,P-1673,NIST-CSF,FAIL,SSH root disabled
206.183.53.173,P-1674,SOC2,PASS,TLS>=1.2 enforced
108.156.185.142,P-1675,ISO27001,FAIL,MFA enabled
40.145.102.29,P-1676,NIST-CSF,PASS,MFA enabled
59.132.169.94,P-1677,NIST-CSF,PASS,SSH root disabled
51.46.188.244,P-1678,ISO27001,PASS,MFA enabled
14.229.116.128,P-1679,SOC2,FAIL,SSH root disabled
171.225.20.97,P-1680,ISO27001,PASS,MFA enabled
161.20.30.77,P-1681,ISO27001,PASS,MFA enabled
134.175.58.52,P-1682,ISO27001,FAIL,SSH root disabled
238.245.135.181,P-1683,NIST-CSF,FAIL,SSH root disabled
229.52.114.31,P-1684,SOC2,FAIL,TLS>=1.2 enforced
73.230.44.146,P-1685,ISO27001,PASS,MFA enabled
191.190.27.166,P-1686,SOC2,FAIL,MFA enabled
106.214.117.217,P-1687,NIST-CSF,FAIL,SSH root disabled
158.77.119.61,P-1688,ISO27001,FAIL,MFA enabled
58.108.210.159,P-1689,NIST-CSF,PASS,TLS>=1.2 enforced
193.48.34.153,P-1690,SOC2,FAIL,SSH root disabled
124.201.126.3,P-1691,ISO27001,PASS,TLS>=1.2 enforced
190.217.209.235,P-1692,ISO27001,PASS,TLS>=1.2 enforced
235.251.174.6,P-1693,SOC2,FAIL,MFA enabled
220.26.118.67,P-1694,NIST-CSF,PASS,TLS>=1.2 enforced
253.154.44.55,P-1695,NIST-CSF,FAIL,TLS>=1.2 enforced
206.106.59.87,P-1696,ISO27001,FAIL,SSH root disabled
23.231.223.167,P-1697,NIST-CSF,FAIL,TLS>=1.2 enforced
72.87.240.7,P-1698,NIST-CSF,PASS,MFA enabled
42.242.122.245,P-1699,ISO27001,PASS,TLS>=1.2 enforced
179.135.207.116,P-1700,NIST-CSF,FAIL,TLS>=1.2 enforced
95.223.155.68,P-1701,ISO27001,PASS,MFA enabled
143.95.211.128,P-1702,SOC2,FAIL,MFA enabled
142.171.103.15,P-1703,SOC2,PASS,SSH root disabled
221.15.153.18,P-1704,ISO27001,PASS,TLS>=1.2 enforced
68.111.222.53,P-1705,NIST-CSF,FAIL,MFA enabled
92.129.229.23,P-1706,NIST-CSF,FAIL,TLS>=1.2 enforced
109.115.96.69,P-1707,NIST-CSF,PASS,SSH root disabled
53.221.249.28,P-1708,SOC2,PASS,SSH root disabled
130.210.193.44,P-1709,SOC2,FAIL,TLS>=1.2 enforced
180.92.23.107,P-1710,ISO27001,PASS,MFA enabled
34.131.86.54,P-1711,NIST-CSF,FAIL,SSH root disabled
164.230.51.183,P-1712,SOC2,FAIL,MFA enabled
48.178.145.149,P-1713,SOC2,FAIL,TLS>=1.2 enforced
68.192.11.12,P-1714,NIST-CSF,PASS,SSH root disabled
32.250.4.143,P-1715,SOC2,PASS,SSH root disabled
28.173.9.170,P-1716,ISO27001,PASS,TLS>=1.2 enforced
147.40.44.179,P-1717,SOC2,PASS,MFA enabled
123.166.7.132,P-1718,SOC2,PASS,MFA enabled
142.8.136.95,P-1719,NIST-CSF,FAIL,SSH root disabled
105.223.11.29,P-1720,SOC2,FAIL,TLS>=1.2 enforced
67.15.91.205,P-1721,ISO27001,FAIL,SSH root disabled
89.48.102.163,P-1722,NIST-CSF,FAIL,MFA enabled
192.101.150.121,P-1723,SOC2,PASS,TLS>=1.2 enforced
197.220.79.136,P-1724,SOC2,PASS,TLS>=1.2 enforced
85.238.226.253,P-1725,NIST-CSF,PASS,SSH root disabled
185.24.28.196,P-1726,ISO27001,PASS,TLS>=1.2 enforced
66.59.118.131,P-1727,SOC2,FAIL,SSH root disabled
254.213.234.222,P-1728,ISO27001,FAIL,MFA enabled
213.67.47.234,P-1729,SOC2,PASS,MFA enabled
183.128.92.31,P-1730,SOC2,PASS,SSH root disabled
173.247.7.109,P-1731,ISO27001,FAIL,MFA enabled
117.154.132.167,P-1732,ISO27001,FAIL,MFA enabled
238.114.170.167,P-1733,NIST-CSF,PASS,SSH root disabled
179.65.126.246,P-1734,ISO27001,PASS,TLS>=1.2 enforced
237.54.25.140,P-1735,SOC2,PASS,TLS>=1.2 enforced
150.169.208.157,P-1736,ISO27001,PASS,TLS>=1.2 enforced
150.222.134.180,P-1737,ISO27001,FAIL,TLS>=1.2 enforced
5.128.41.59,P-1738,SOC2,FAIL,TLS>=1.2 enforced
31.18.48.33,P-1739,NIST-CSF,PASS,SSH root disabled
237.40.156.26,P-1740,SOC2,FAIL,SSH root disabled
86.49.141.216,P-1741,NIST-CSF,PASS,SSH root disabled
171.134.246.55,P-1742,NIST-CSF,FAIL,MFA enabled
240.94.64.59,P-1743,SOC2,FAIL,MFA enabled
31.253.36.5,P-1744,SOC2,PASS,TLS>=1.2 enforced
3.188.186.51,P-1745,SOC2,PASS,MFA enabled
238.60.43.79,P-1746,ISO27001,PASS,SSH root disabled
234.100.194.63,P-1747,SOC2,FAIL,MFA enabled
192.196.220.192,P-1748,NIST-CSF,PASS,MFA enabled
113.60.57.182,P-1749,NIST-CSF,PASS,MFA enabled
116.235.147.157,P-1750,SOC2,FAIL,TLS>=1.2 enforced
31.35.164.181,P-1751,ISO27001,FAIL,MFA enabled
40.150.41.137,P-1752,ISO27001,FAIL,SSH root disabled
246.132.135.226,P-1753,SOC2,PASS,MFA enabled
151.160.170.142,P-1754,ISO27001,PASS,TLS>=1.2 enforced
46.138.245.74,P-1755,NIST-CSF,PASS,SSH root disabled
157.187.110.178,P-1756,SOC2,PASS,MFA enabled
220.254.233.225,P-1757,NIST-CSF,FAIL,TLS>=1.2 enforced
182.69.194.61,P-1758,ISO27001,PASS,SSH root disabled
81.133.215.61,P-1759,SOC2,FAIL,TLS>=1.2 enforced
26.7.102.190,P-1760,NIST-CSF,FAIL,MFA enabled
141.32.212.144,P-1761,NIST-CSF,PASS,TLS>=1.2 enforced
183.198.211.186,P-1762,ISO27001,FAIL,SSH root disabled
149.156.9.146,P-1763,SOC2,PASS,SSH root disabled
218.41.241.114,P-1764,SOC2,PASS,TLS>=1.2 enforced
179.123.108.155,P-1765,ISO27001,PASS,MFA enabled
35.186.130.144,P-1766,SOC2,FAIL,MFA enabled
83.121.122.90,P-1767,SOC2,PASS,MFA enabled
33.113.75.137,P-1768,SOC2,FAIL,TLS>=1.2 enforced
84.249.7.32,P-1769,NIST-CSF,FAIL,TLS>=1.2 enforced
27.185.196.16,P-1770,SOC2,FAIL,MFA enabled
231.226.66.54,P-1771,SOC2,FAIL,MFA enabled
149.24.186.53,P-1772,SOC2,FAIL,SSH root disabled
134.156.71.179,P-1773,ISO27001,PASS,MFA enabled
190.38.235.55,P-1774,SOC2,PASS,TLS>=1.2 enforced
173.249.169.200,P-1775,ISO27001,FAIL,MFA enabled
20.172.196.68,P-1776,SOC2,PASS,TLS>=1.2 enforced
74.101.96.83,P-1777,NIST-CSF,FAIL,MFA enabled
80.238.145.183,P-1778,NIST-CSF,FAIL,MFA enabled
248.198.71.213,P-1779,ISO27001,FAIL,SSH root disabled
35.84.76.37,P-1780,ISO27001,FAIL,TLS>=1.2 enforced
204.19.187.41,P-1781,SOC2,FAIL,TLS>=1.2 enforced
172.167.51.81,P-1782,NIST-CSF,PASS,TLS>=1.2 enforced
131.187.41.184,P-1783,SOC2,PASS,MFA enabled
120.136.18.148,P-1784,ISO27001,PASS,SSH root disabled
42.29.39.142,P-1785,SOC2,FAIL,TLS>=1.2 enforced
134.178.246.77,P-1786,NIST-CSF,PASS,MFA enabled
231.187.194.195,P-1787,SOC2,PASS,TLS>=1.2 enforced
93.140.183.28,P-1788,NIST-CSF,FAIL,TLS>=1.2 enforced
6.123.63.24,P-1789,SOC2,PASS,SSH root disabled
130.251.12.248,P-1790,ISO27001,PASS,SSH root disabled
243.180.133.82,P-1791,SOC2,PASS,SSH root disabled
161.205.61.99,P-1792,SOC2,FAIL,SSH root disabled
74.189.104.81,P-1793,SOC2,FAIL,TLS>=1.2 enforced
144.36.126.181,P-1794,NIST-CSF,FAIL,TLS>=1.2 enforced
182.222.246.180,P-1795,ISO27001,PASS,SSH root disabled
64.20.112.91,P-1796,SOC2,FAIL,MFA enabled
254.214.88.154,P-1797,NIST-CSF,PASS,TLS>=1.2 enforced
109.99.115.233,P-1798,ISO27001,PASS,TLS>=1.2 enforced
97.210.236.134,P-1799,NIST-CSF,PASS,MFA enabled
224.252.176.89,P-1800,ISO27001,FAIL,MFA enabled
98.56.114.130,P-1801,NIST-CSF,FAIL,MFA enabled
170.34.98.39,P-1802,ISO27001,PASS,MFA enabled
212.222.165.99,P-1803,NIST-CSF,FAIL,MFA enabled
8.191.28.86,P-1804,ISO27001,PASS,TLS>=1.2 enforced
25.190.15.201,P-1805,ISO27001,PASS,MFA enabled
38.48.96.219,P-1806,SOC2,FAIL,SSH root disabled
44.116.53.224,P-1807,NIST-CSF,PASS,MFA enabled
169.101.217.77,P-1808,ISO27001,FAIL,MFA enabled
11.5.84.121,P-1809,SOC2,PASS,MFA enabled
13.159.242.46,P-1810,NIST-CSF,PASS,TLS>=1.2 enforced
189.171.77.216,P-1811,NIST-CSF,FAIL,MFA enabled
153.185.173.147,P-1812,ISO27001,FAIL,SSH root disabled
238.243.81.37,P-1813,ISO27001,PASS,SSH root disabled
28.138.112.57,P-1814,ISO27001,PASS,TLS>=1.2 enforced
11.192.15.149,P-1815,SOC2,PASS,SSH root disabled
61.153.178.48,P-1816,NIST-CSF,PASS,TLS>=1.2 enforced
122.47.169.13,P-1817,SOC2,PASS,SSH root disabled
121.242.46.172,P-1818,NIST-CSF,FAIL,TLS>=1.2 enforced
213.180.163.38,P-1819,SOC2,PASS,MFA enabled
110.232.173.147,P-1820,ISO27001,FAIL,TLS>=1.2 enforced
135.67.39.155,P-1821,ISO27001,PASS,TLS>=1.2 enforced
181.73.214.175,P-1822,ISO27001,FAIL,TLS>=1.2 enforced
84.15.226.144,P-1823,NIST-CSF,FAIL,MFA enabled
102.55.155.72,P-1824,ISO27001,PASS,TLS>=1.2 enforced
208.185.225.58,P-1825,SOC2,FAIL,TLS>=1.2 enforced
114.167.32.39,P-1826,SOC2,PASS,TLS>=1.2 enforced
239.14.154.57,P-1827,ISO27001,FAIL,MFA enabled
31.122.212.205,P-1828,SOC2,FAIL,TLS>=1.2 enforced
221.21.208.251,P-1829,SOC2,PASS,TLS>=1.2 enforced
20.222.148.35,P-1830,SOC2,FAIL,SSH root disabled
136.2.47.127,P-1831,ISO27001,FAIL,SSH root disabled
219.251.3.214,P-1832,ISO27001,PASS,TLS>=1.2 enforced
252.54.33.127,P-1833,SOC2,PASS,SSH root disabled
61.158.142.241,P-1834,ISO27001,PASS,MFA enabled
87.49.104.204,P-1835,ISO27001,FAIL,MFA enabled
231.82.240.88,P-1836,SOC2,FAIL,MFA enabled
60.63.24.140,P-1837,ISO27001,FAIL,MFA enabled
47.91.236.185,P-1838,NIST-CSF,FAIL,TLS>=1.2 enforced
111.19.172.92,P-1839,SOC2,PASS,TLS>=1.2 enforced
217.14.107.241,P-1840,ISO27001,FAIL,MFA enabled
193.233.26.123,P-1841,NIST-CSF,PASS,SSH root disabled
75.87.198.1,P-1842,NIST-CSF,FAIL,TLS>=1.2 enforced
114.14.23.18,P-1843,NIST-CSF,PASS,MFA enabled
137.56.141.44,P-1844,ISO27001,FAIL,TLS>=1.2 enforced
115.238.86.175,P-1845,NIST-CSF,PASS,TLS>=1.2 enforced
202.105.15.237,P-1846,SOC2,FAIL,MFA enabled
132.209.237.102,P-1847,ISO27001,FAIL,TLS>=1.2 enforced
73.78.103.33,P-1848,NIST-CSF,PASS,MFA enabled
213.78.30.205,P-1849,ISO27001,FAIL,TLS>=1.2 enforced
225.51.147.72,P-1850,NIST-CSF,FAIL,TLS>=1.2 enforced
102.80.153.95,P-1851,NIST-CSF,FAIL,SSH root disabled
237.221.31.245,P-1852,SOC2,FAIL,MFA enabled
120.249.26.236,P-1853,SOC2,PASS,TLS>=1.2 enforced
23.212.124.152,P-1854,ISO27001,FAIL,TLS>=1.2 enforced
119.170.79.83,P-1855,SOC2,PASS,MFA enabled
231.193.228.98,P-1856,ISO27001,PASS,MFA enabled
235.30.148.218,P-1857,ISO27001,FAIL,TLS>=1.2 enforced
244.177.68.12,P-1858,SOC2,PASS,SSH root disabled
136.101.217.245,P-1859,ISO27001,FAIL,SSH root disabled
86.149.177.80,P-1860,NIST-CSF,FAIL,TLS>=1.2 enforced
143.250.50.70,P-1861,NIST-CSF,PASS,SSH root disabled
148.120.211.175,P-1862,NIST-CSF,PASS,TLS>=1.2 enforced
221.180.204.51,P-1863,NIST-CSF,FAIL,TLS>=1.2 enforced
77.137.228.159,P-1864,ISO27001,FAIL,TLS>=1.2 enforced
62.64.197.7,P-1865,NIST-CSF,FAIL,TLS>=1.2 enforced
233.131.218.210,P-1866,SOC2,PASS,TLS>=1.2 enforced
220.140.94.229,P-1867,ISO27001,FAIL,MFA enabled
177.45.50.159,P-1868,NIST-CSF,FAIL,SSH root disabled
199.171.133.196,P-1869,NIST-CSF,FAIL,TLS>=1.2 enforced
121.67.10.162,P-1870,ISO27001,FAIL,TLS>=1.2 enforced
217.207.123.156,P-1871,ISO27001,PASS,MFA enabled
108.56.195.90,P-1872,ISO27001,PASS,TLS>=1.2 enforced
58.138.130.242,P-1873,NIST-CSF,PASS,SSH root disabled
105.4.129.23,P-1874,SOC2,PASS,MFA enabled
11.231.140.84,P-1875,NIST-CSF,PASS,MFA enabled
171.161.40.253,P-1876,NIST-CSF,FAIL,SSH root disabled
149.50.210.219,P-1877,NIST-CSF,FAIL,TLS>=1.2 enforced
35.133.155.65,P-1878,NIST-CSF,PASS,TLS>=1.2 enforced
131.147.68.138,P-1879,NIST-CSF,PASS,TLS>=1.2 enforced
7.251.194.38,P-1880,NIST-CSF,PASS,SSH root disabled
90.12.104.186,P-1881,ISO27001,PASS,MFA enabled
37.36.164.21,P-1882,NIST-CSF,FAIL,TLS>=1.2 enforced
212.134.203.69,P-1883,ISO27001,FAIL,MFA enabled
222.42.38.54,P-1884,ISO27001,PASS,TLS>=1.2 enforced
176.85.155.119,P-1885,NIST-CSF,PASS,SSH root disabled
52.143.74.133,P-1886,NIST-CSF,FAIL,MFA enabled
219.54.32.251,P-1887,NIST-CSF,PASS,SSH root disabled
181.245.70.26,P-1888,NIST-CSF,PASS,TLS>=1.2 enforced
197.224.112.84,P-1889,SOC2,FAIL,TLS>=1.2 enforced
145.17.208.204,P-1890,SOC2,PASS,TLS>=1.2 enforced
138.220.10.81,P-1891,NIST-CSF,FAIL,SSH root disabled
157.42.196.2,P-1892,ISO27001,PASS,MFA enabled
46.235.211.115,P-1893,ISO27001,PASS,TLS>=1.2 enforced
174.153.191.89,P-1894,NIST-CSF,PASS,TLS>=1.2 enforced
139.211.231.51,P-1895,ISO27001,FAIL,TLS>=1.2 enforced
131.160.210.74,P-1896,NIST-CSF,PASS,TLS>=1.2 enforced
135.205.196.70,P-1897,NIST-CSF,FAIL,MFA enabled
90.109.3.51,P-1898,NIST-CSF,FAIL,TLS>=1.2 enforced
31.223.106.220,P-1899,ISO27001,FAIL,SSH root disabled
195.29.77.108,P-1900,NIST-CSF,PASS,TLS>=1.2 enforced
70.70.149.104,P-1901,ISO27001,PASS,TLS>=1.2 enforced
189.83.4.31,P-1902,SOC2,FAIL,SSH root disabled
176.113.182.105,P-1903,NIST-CSF,FAIL,TLS>=1.2 enforced
150.6.166.159,P-1904,SOC2,FAIL,TLS>=1.2 enforced
46.232.247.2,P-1905,ISO27001,PASS,SSH root disabled
197.29.98.73,P-1906,SOC2,FAIL,TLS>=1.2 enforced
205.141.18.139,P-1907,SOC2,FAIL,TLS>=1.2 enforced
183.251.244.98,P-1908,SOC2,PASS,MFA enabled
233.240.69.2,P-1909,SOC2,PASS,SSH root disabled
2.109.211.131,P-1910,SOC2,FAIL,MFA enabled
177.192.56.15,P-1911,ISO27001,FAIL,SSH root disabled
169.171.75.14,P-1912,SOC2,FAIL,TLS>=1.2 enforced
184.152.51.175,P-1913,NIST-CSF,FAIL,SSH root disabled
58.251.158.66,P-1914,SOC2,PASS,TLS>=1.2 enforced
98.243.207.46,P-1915,SOC2,PASS,SSH root disabled
12.115.45.252,P-1916,SOC2,PASS,SSH root disabled
151.173.222.78,P-1917,SOC2,FAIL,TLS>=1.2 enforced
219.8.200.39,P-1918,ISO27001,PASS,SSH root disabled
27.225.95.79,P-1919,NIST-CSF,PASS,MFA enabled
184.57.135.86,P-1920,NIST-CSF,FAIL,TLS>=1.2 enforced
81.232.84.13,P-1921,NIST-CSF,FAIL,SSH root disabled
10.232.73.217,P-1922,ISO27001,FAIL,MFA enabled
140.61.239.242,P-1923,NIST-CSF,PASS,MFA enabled
15.1.188.211,P-1924,SOC2,PASS,SSH root disabled
200.253.134.135,P-1925,SOC2,FAIL,SSH root disabled
226.17.37.180,P-1926,ISO27001,PASS,MFA enabled
209.252.136.100,P-1927,ISO27001,FAIL,SSH root disabled
130.113.154.87,P-1928,NIST-CSF,PASS,TLS>=1.2 enforced
159.179.243.173,P-1929,ISO27001,FAIL,TLS>=1.2 enforced
229.165.218.218,P-1930,NIST-CSF,FAIL,MFA enabled
190.64.148.80,P-1931,NIST-CSF,FAIL,MFA enabled
210.61.134.196,P-1932,NIST-CSF,PASS,MFA enabled
206.87.217.54,P-1933,ISO27001,FAIL,TLS>=1.2 enforced
180.80.52.69,P-1934,ISO27001,PASS,MFA enabled
130.23.195.27,P-1935,NIST-CSF,FAIL,MFA enabled
149.172.232.171,P-1936,SOC2,FAIL,MFA enabled
115.98.29.7,P-1937,SOC2,FAIL,TLS>=1.2 enforced
213.249.205.63,P-1938,SOC2,FAIL,SSH root disabled
89.199.1.51,P-1939,NIST-CSF,PASS,MFA enabled
210.254.213.186,P-1940,SOC2,FAIL,SSH root disabled
68.154.151.231,P-1941,ISO27001,FAIL,MFA enabled
209.2.170.39,P-1942,SOC2,FAIL,MFA enabled
35.201.79.210,P-1943,ISO27001,FAIL,MFA enabled
99.250.151.112,P-1944,SOC2,FAIL,SSH root disabled
207.19.215.190,P-1945,SOC2,PASS,SSH root disabled
223.18.213.15,P-1946,ISO27001,PASS,MFA enabled
115.206.82.182,P-1947,SOC2,FAIL,TLS>=1.2 enforced
179.14.45.254,P-1948,SOC2,FAIL,MFA enabled
159.241.129.214,P-1949,ISO27001,FAIL,SSH root disabled
109.9.227.99,P-1950,NIST-CSF,PASS,TLS>=1.2 enforced
159.83.233.41,P-1951,ISO27001,PASS,MFA enabled
220.49.147.56,P-1952,NIST-CSF,PASS,TLS>=1.2 enforced
252.193.200.142,P-1953,ISO27001,PASS,SSH root disabled
202.252.4.246,P-1954,ISO27001,FAIL,MFA enabled
59.53.3.48,P-1955,ISO27001,FAIL,TLS>=1.2 enforced
83.78.122.25,P-1956,NIST-CSF,FAIL,MFA enabled
138.32.100.57,P-1957,ISO27001,FAIL,TLS>=1.2 enforced
30.90.59.144,P-1958,SOC2,PASS,SSH root disabled
199.162.197.22,P-1959,NIST-CSF,FAIL,TLS>=1.2 enforced
7.253.62.196,P-1960,SOC2,PASS,TLS>=1.2 enforced
182.233.198.136,P-1961,NIST-CSF,FAIL,SSH root disabled
236.44.156.194,P-1962,NIST-CSF,PASS,TLS>=1.2 enforced
190.210.117.156,P-1963,ISO27001,FAIL,TLS>=1.2 enforced
51.116.116.194,P-1964,NIST-CSF,FAIL,TLS>=1.2 enforced
101.145.211.200,P-1965,NIST-CSF,FAIL,MFA enabled
202.143.69.37,P-1966,SOC2,PASS,MFA enabled
175.127.164.78,P-1967,NIST-CSF,FAIL,SSH root disabled
215.190.212.138,P-1968,SOC2,PASS,SSH root disabled
69.159.45.134,P-1969,SOC2,PASS,MFA enabled
99.164.229.131,P-1970,NIST-CSF,FAIL,SSH root disabled
173.18.197.4,P-1971,NIST-CSF,PASS,MFA enabled
207.246.173.8,P-1972,NIST-CSF,PASS,MFA enabled
21.71.249.192,P-1973,SOC2,PASS,MFA enabled
181.28.25.124,P-1974,ISO27001,FAIL,TLS>=1.2 enforced
57.225.132.155,P-1975,ISO27001,FAIL,SSH root disabled
43.111.95.20,P-1976,ISO27001,FAIL,MFA enabled
20.117.137.243,P-1977,SOC2,FAIL,MFA enabled
13.188.229.129,P-1978,SOC2,PASS,SSH root disabled
78.88.93.5,P-1979,SOC2,PASS,TLS>=1.2 enforced
190.253.59.224,P-1980,NIST-CSF,PASS,MFA enabled
186.196.135.19,P-1981,SOC2,PASS,TLS>=1.2 enforced
225.191.101.99,P-1982,NIST-CSF,FAIL,MFA enabled
241.235.91.222,P-1983,NIST-CSF,FAIL,MFA enabled
216.235.92.6,P-1984,ISO27001,FAIL,TLS>=1.2 enforced
203.235.167.246,P-1985,ISO27001,PASS,TLS>=1.2 enforced
175.106.151.121,P-1986,SOC2,FAIL,TLS>=1.2 enforced
96.200.205.12,P-1987,SOC2,PASS,TLS>=1.2 enforced
95.170.216.81,P-1988,NIST-CSF,PASS,SSH root disabled
33.247.122.111,P-1989,NIST-CSF,FAIL,MFA enabled
129.36.219.155,P-1990,SOC2,PASS,MFA enabled
71.192.219.168,P-1991,ISO27001,FAIL,TLS>=1.2 enforced
116.110.198.79,P-1992,NIST-CSF,FAIL,MFA enabled
193.69.1.163,P-1993,ISO27001,PASS,MFA enabled
216.85.57.158,P-1994,NIST-CSF,FAIL,SSH root disabled
120.209.229.24,P-1995,SOC2,FAIL,TLS>=1.2 enforced
210.172.234.5,P-1996,SOC2,FAIL,SSH root disabled
112.244.31.119,P-1997,SOC2,FAIL,MFA enabled
152.127.41.32,P-1998,NIST-CSF,FAIL,SSH root disabled
133.12.133.224,P-1999,SOC2,PASS,SSH root disabled
196.222.124.130,P-2000,ISO27001,FAIL,MFA enabled
22.181.116.104,P-2001,ISO27001,PASS,MFA enabled
50.95.173.151,P-2002,ISO27001,PASS,TLS>=1.2 enforced
254.107.50.70,P-2003,SOC2,FAIL,TLS>=1.2 enforced
190.83.103.69,P-2004,NIST-CSF,PASS,TLS>=1.2 enforced
184.29.164.71,P-2005,ISO27001,PASS,SSH root disabled
199.112.51.221,P-2006,NIST-CSF,PASS,MFA enabled
168.174.158.169,P-2007,NIST-CSF,FAIL,TLS>=1.2 enforced
197.3.165.237,P-2008,ISO27001,PASS,SSH root disabled
203.64.15.31,P-2009,NIST-CSF,FAIL,TLS>=1.2 enforced
17.161.38.250,P-2010,SOC2,PASS,TLS>=1.2 enforced
43.39.92.200,P-2011,SOC2,FAIL,SSH root disabled
124.18.74.201,P-2012,ISO27001,PASS,MFA enabled
194.154.88.250,P-2013,NIST-CSF,FAIL,TLS>=1.2 enforced
137.159.83.163,P-2014,SOC2,FAIL,MFA enabled
27.128.129.123,P-2015,SOC2,FAIL,TLS>=1.2 enforced
229.154.97.247,P-2016,NIST-CSF,FAIL,MFA enabled
117.189.15.179,P-2017,ISO27001,FAIL,SSH root disabled
115.152.86.39,P-2018,ISO27001,PASS,MFA enabled
190.94.61.155,P-2019,ISO27001,FAIL,MFA enabled
235.115.124.252,P-2020,ISO27001,FAIL,SSH root disabled
55.128.236.247,P-2021,ISO27001,PASS,TLS>=1.2 enforced
70.242.14.86,P-2022,ISO27001,PASS,MFA enabled
73.40.109.228,P-2023,NIST-CSF,PASS,TLS>=1.2 enforced
217.215.136.173,P-2024,ISO27001,FAIL,TLS>=1.2 enforced
106.134.236.63,P-2025,SOC2,FAIL,MFA enabled
134.151.147.77,P-2026,SOC2,FAIL,MFA enabled
13.132.220.101,P-2027,NIST-CSF,PASS,SSH root disabled
183.83.89.72,P-2028,SOC2,PASS,TLS>=1.2 enforced
182.48.16.106,P-2029,NIST-CSF,PASS,TLS>=1.2 enforced
254.46.129.59,P-2030,ISO27001,PASS,MFA enabled
49.61.181.135,P-2031,ISO27001,PASS,TLS>=1.2 enforced
3.107.89.206,P-2032,SOC2,FAIL,SSH root disabled
40.227.69.59,P-2033,NIST-CSF,FAIL,SSH root disabled
71.2.242.158,P-2034,NIST-CSF,FAIL,SSH root disabled
64.189.50.217,P-2035,NIST-CSF,PASS,MFA enabled
110.98.130.140,P-2036,NIST-CSF,PASS,TLS>=1.2 enforced
78.104.159.233,P-2037,ISO27001,FAIL,SSH root disabled
20.245.39.11,P-2038,NIST-CSF,PASS,TLS>=1.2 enforced
219.99.58.37,P-2039,SOC2,PASS,MFA enabled
